id,name,age,type,profile,round,choice
3,прозорро,дорослі,Adults,,1,99
3,прозорро,дорослі,Adults,,1,55
3,прозорро,дорослі,Adults,,1,55
3,прозорро,дорослі,Adults,,1,35
3,прозорро,дорослі,Adults,,1,50
3,прозорро,дорослі,Adults,,1,55
3,прозорро,дорослі,Adults,,1,77
3,прозорро,дорослі,Adults,,1,19
3,прозорро,дорослі,Adults,,1,22
3,прозорро,дорослі,Adults,,1,33
3,прозорро,дорослі,Adults,,1,30
3,прозорро,дорослі,Adults,,1,59
3,прозорро,дорослі,Adults,,1,6
3,прозорро,дорослі,Adults,,1,42
3,прозорро,дорослі,Adults,,1,10
3,прозорро,дорослі,Adults,,1,47
3,прозорро,дорослі,Adults,,1,40
4,майбутні,6-7,Alternative humanitarian,школа,1,50
4,майбутні,6-7,Alternative humanitarian,школа,1,55
4,майбутні,6-7,Alternative humanitarian,школа,1,53
4,майбутні,6-7,Alternative humanitarian,школа,1,8
4,майбутні,6-7,Alternative humanitarian,школа,1,65
4,майбутні,6-7,Alternative humanitarian,школа,1,98
4,майбутні,6-7,Alternative humanitarian,школа,1,72
4,майбутні,6-7,Alternative humanitarian,школа,1,50
4,майбутні,6-7,Alternative humanitarian,школа,1,55
4,майбутні,6-7,Alternative humanitarian,школа,1,4
4,майбутні,6-7,Alternative humanitarian,школа,1,68
4,майбутні,6-7,Alternative humanitarian,школа,2,1
4,майбутні,6-7,Alternative humanitarian,школа,2,19
4,майбутні,6-7,Alternative humanitarian,школа,2,7
4,майбутні,6-7,Alternative humanitarian,школа,2,14
4,майбутні,6-7,Alternative humanitarian,школа,2,5
4,майбутні,6-7,Alternative humanitarian,школа,2,1
4,майбутні,6-7,Alternative humanitarian,школа,2,2
4,майбутні,6-7,Alternative humanitarian,школа,2,1
4,майбутні,6-7,Alternative humanitarian,школа,2,22
4,майбутні,6-7,Alternative humanitarian,школа,2,11
4,майбутні,6-7,Alternative humanitarian,школа,2,2
4,майбутні,6-7,Alternative humanitarian,школа,2,100
5,фейсбук,дорослі,Adults (facebook online),,1,21
5,фейсбук,дорослі,Adults (facebook online),,1,10
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,3
5,фейсбук,дорослі,Adults (facebook online),,1,11
5,фейсбук,дорослі,Adults (facebook online),,1,83
5,фейсбук,дорослі,Adults (facebook online),,1,67
5,фейсбук,дорослі,Adults (facebook online),,1,22
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,11
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,50
5,фейсбук,дорослі,Adults (facebook online),,1,37
5,фейсбук,дорослі,Adults (facebook online),,1,24
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,49
5,фейсбук,дорослі,Adults (facebook online),,1,18
5,фейсбук,дорослі,Adults (facebook online),,1,27
5,фейсбук,дорослі,Adults (facebook online),,1,3
5,фейсбук,дорослі,Adults (facebook online),,1,22
5,фейсбук,дорослі,Adults (facebook online),,1,10
5,фейсбук,дорослі,Adults (facebook online),,1,77
5,фейсбук,дорослі,Adults (facebook online),,1,3
5,фейсбук,дорослі,Adults (facebook online),,1,15
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,6
5,фейсбук,дорослі,Adults (facebook online),,1,50
5,фейсбук,дорослі,Adults (facebook online),,1,69
5,фейсбук,дорослі,Adults (facebook online),,1,62
5,фейсбук,дорослі,Adults (facebook online),,1,27
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,32
5,фейсбук,дорослі,Adults (facebook online),,1,25
5,фейсбук,дорослі,Adults (facebook online),,1,66
5,фейсбук,дорослі,Adults (facebook online),,1,5
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,35
5,фейсбук,дорослі,Adults (facebook online),,1,52
5,фейсбук,дорослі,Adults (facebook online),,1,50
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,3
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,25
5,фейсбук,дорослі,Adults (facebook online),,1,12
5,фейсбук,дорослі,Adults (facebook online),,1,19
5,фейсбук,дорослі,Adults (facebook online),,1,16
5,фейсбук,дорослі,Adults (facebook online),,1,22
5,фейсбук,дорослі,Adults (facebook online),,1,2
5,фейсбук,дорослі,Adults (facebook online),,1,5
5,фейсбук,дорослі,Adults (facebook online),,1,11
5,фейсбук,дорослі,Adults (facebook online),,1,87
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,6
5,фейсбук,дорослі,Adults (facebook online),,1,51
5,фейсбук,дорослі,Adults (facebook online),,1,13
5,фейсбук,дорослі,Adults (facebook online),,1,2
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,55
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,66
5,фейсбук,дорослі,Adults (facebook online),,1,3
5,фейсбук,дорослі,Adults (facebook online),,1,11
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,15
5,фейсбук,дорослі,Adults (facebook online),,1,15
5,фейсбук,дорослі,Adults (facebook online),,1,66
5,фейсбук,дорослі,Adults (facebook online),,1,10
5,фейсбук,дорослі,Adults (facebook online),,1,11
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,24
5,фейсбук,дорослі,Adults (facebook online),,1,10
5,фейсбук,дорослі,Adults (facebook online),,1,6
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,10
5,фейсбук,дорослі,Adults (facebook online),,1,17
5,фейсбук,дорослі,Adults (facebook online),,1,22
5,фейсбук,дорослі,Adults (facebook online),,1,15
5,фейсбук,дорослі,Adults (facebook online),,1,8
5,фейсбук,дорослі,Adults (facebook online),,1,16
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,35
5,фейсбук,дорослі,Adults (facebook online),,1,1
5,фейсбук,дорослі,Adults (facebook online),,1,20
5,фейсбук,дорослі,Adults (facebook online),,1,50
5,фейсбук,дорослі,Adults (facebook online),,1,20
5,фейсбук,дорослі,Adults (facebook online),,1,18
5,фейсбук,дорослі,Adults (facebook online),,1,2
5,фейсбук,дорослі,Adults (facebook online),,1,8
5,фейсбук,дорослі,Adults (facebook online),,1,33
5,фейсбук,дорослі,Adults (facebook online),,1,23
5,фейсбук,дорослі,Adults (facebook online),,1,43
5,фейсбук,дорослі,Adults (facebook online),,1,17
6,коледж,11,Tech School,технічна,1,50
6,коледж,11,Tech School,технічна,1,65
6,коледж,11,Tech School,технічна,1,73
6,коледж,11,Tech School,технічна,1,19
6,коледж,11,Tech School,технічна,1,50
6,коледж,11,Tech School,технічна,1,35
6,коледж,11,Tech School,технічна,1,54
6,коледж,11,Tech School,технічна,1,41
6,коледж,11,Tech School,технічна,1,35
6,коледж,11,Tech School,технічна,1,9
6,коледж,11,Tech School,технічна,1,1
6,коледж,11,Tech School,технічна,1,13
6,коледж,11,Tech School,технічна,1,17
6,коледж,11,Tech School,технічна,1,69
6,коледж,11,Tech School,технічна,1,79
6,коледж,11,Tech School,технічна,1,36
6,коледж,11,Tech School,технічна,1,69
6,коледж,11,Tech School,технічна,1,3
6,коледж,11,Tech School,технічна,1,9
6,коледж,11,Tech School,технічна,1,59
6,коледж,11,Tech School,технічна,1,69
6,коледж,11,Tech School,технічна,1,32
6,коледж,11,Tech School,технічна,1,50
6,коледж,11,Tech School,технічна,1,44
6,коледж,11,Tech School,технічна,1,25
6,коледж,11,Tech School,технічна,1,97
6,коледж,11,Tech School,технічна,1,53
6,коледж,11,Tech School,технічна,1,67
6,коледж,11,Tech School,технічна,1,59
6,коледж,11,Tech School,технічна,1,76
6,коледж,11,Tech School,технічна,1,77
6,коледж,11,Tech School,технічна,1,1
6,коледж,11,Tech School,технічна,1,77
6,коледж,11,Tech School,технічна,1,47
6,коледж,11,Tech School,технічна,1,5
6,коледж,11,Tech School,технічна,1,42
6,коледж,11,Tech School,технічна,1,8
6,коледж,11,Tech School,технічна,1,99
6,коледж,11,Tech School,технічна,1,33
6,коледж,11,Tech School,технічна,1,26
6,коледж,11,Tech School,технічна,1,45
6,коледж,11,Tech School,технічна,1,46
6,коледж,11,Tech School,технічна,1,6
6,коледж,11,Tech School,технічна,1,30
6,коледж,11,Tech School,технічна,1,41
6,коледж,11,Tech School,технічна,1,22
6,коледж,11,Tech School,технічна,1,60
6,коледж,11,Tech School,технічна,1,89
6,коледж,11,Tech School,технічна,1,6
6,коледж,11,Tech School,технічна,1,50
6,коледж,11,Tech School,технічна,1,46
6,коледж,11,Tech School,технічна,2,12
6,коледж,11,Tech School,технічна,2,35
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,23
6,коледж,11,Tech School,технічна,2,1
6,коледж,11,Tech School,технічна,2,13
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,17
6,коледж,11,Tech School,технічна,2,12
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,69
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,37
6,коледж,11,Tech School,технічна,2,12
6,коледж,11,Tech School,технічна,2,8
6,коледж,11,Tech School,технічна,2,6
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,20
6,коледж,11,Tech School,технічна,2,22
6,коледж,11,Tech School,технічна,2,11
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,5
6,коледж,11,Tech School,технічна,2,42
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,20
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,7
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,13
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,24
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,1
6,коледж,11,Tech School,технічна,2,15
6,коледж,11,Tech School,технічна,2,1
6,коледж,11,Tech School,технічна,2,20
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,17
6,коледж,11,Tech School,технічна,2,33
6,коледж,11,Tech School,технічна,2,1
6,коледж,11,Tech School,технічна,2,18
6,коледж,11,Tech School,технічна,2,25
6,коледж,11,Tech School,технічна,2,66
6,коледж,11,Tech School,технічна,2,32
6,коледж,11,Tech School,технічна,2,28
6,коледж,11,Tech School,технічна,2,30
6,коледж,11,Tech School,технічна,2,27
6,коледж,11,Tech School,технічна,2,15
6,коледж,11,Tech School,технічна,2,17
6,коледж,11,Tech School,технічна,2,39
6,коледж,11,Tech School,технічна,2,5
6,коледж,11,Tech School,технічна,2,100
6,коледж,11,Tech School,технічна,2,33
6,коледж,11,Tech School,технічна,2,1
6,коледж,11,Tech School,технічна,2,50
7,145,7,Math lyceum,школа,1,50
7,145,7,Math lyceum,школа,1,65
7,145,7,Math lyceum,школа,1,73
7,145,7,Math lyceum,школа,1,19
7,145,7,Math lyceum,школа,1,50
7,145,7,Math lyceum,школа,1,35
7,145,7,Math lyceum,школа,1,54
7,145,7,Math lyceum,школа,1,41
7,145,7,Math lyceum,школа,1,35
7,145,7,Math lyceum,школа,1,9
7,145,7,Math lyceum,школа,1,1
7,145,7,Math lyceum,школа,1,13
7,145,7,Math lyceum,школа,1,17
7,145,7,Math lyceum,школа,1,69
7,145,7,Math lyceum,школа,1,79
7,145,7,Math lyceum,школа,1,36
7,145,7,Math lyceum,школа,1,69
7,145,7,Math lyceum,школа,1,3
7,145,7,Math lyceum,школа,1,9
7,145,7,Math lyceum,школа,1,59
7,145,7,Math lyceum,школа,1,69
7,145,7,Math lyceum,школа,1,32
7,145,7,Math lyceum,школа,1,50
7,145,7,Math lyceum,школа,1,44
7,145,7,Math lyceum,школа,1,25
7,145,7,Math lyceum,школа,1,97
7,145,7,Math lyceum,школа,1,53
7,145,7,Math lyceum,школа,1,67
7,145,7,Math lyceum,школа,1,59
7,145,7,Math lyceum,школа,1,76
7,145,7,Math lyceum,школа,1,77
7,145,7,Math lyceum,школа,1,1
7,145,7,Math lyceum,школа,1,77
7,145,7,Math lyceum,школа,1,47
7,145,7,Math lyceum,школа,1,5
7,145,7,Math lyceum,школа,1,42
7,145,7,Math lyceum,школа,1,8
7,145,7,Math lyceum,школа,1,99
7,145,7,Math lyceum,школа,1,33
7,145,7,Math lyceum,школа,1,26
7,145,7,Math lyceum,школа,1,45
7,145,7,Math lyceum,школа,1,46
7,145,7,Math lyceum,школа,1,6
7,145,7,Math lyceum,школа,1,30
7,145,7,Math lyceum,школа,1,41
7,145,7,Math lyceum,школа,1,22
7,145,7,Math lyceum,школа,1,60
7,145,7,Math lyceum,школа,1,89
7,145,7,Math lyceum,школа,1,6
7,145,7,Math lyceum,школа,1,50
7,145,7,Math lyceum,школа,1,46
8,145,9,Math lyceum,школа,1,100
8,145,9,Math lyceum,школа,1,33
8,145,9,Math lyceum,школа,1,33
8,145,9,Math lyceum,школа,1,37
8,145,9,Math lyceum,школа,1,21
8,145,9,Math lyceum,школа,1,33
8,145,9,Math lyceum,школа,1,55
8,145,9,Math lyceum,школа,1,18
8,145,9,Math lyceum,школа,1,27
8,145,9,Math lyceum,школа,1,47
8,145,9,Math lyceum,школа,1,15
8,145,9,Math lyceum,школа,1,72
8,145,9,Math lyceum,школа,1,4
8,145,9,Math lyceum,школа,1,77
8,145,9,Math lyceum,школа,1,3
8,145,9,Math lyceum,школа,1,28
8,145,9,Math lyceum,школа,1,65
8,145,9,Math lyceum,школа,1,36
8,145,9,Math lyceum,школа,1,87
8,145,9,Math lyceum,школа,1,38
8,145,9,Math lyceum,школа,1,22
8,145,9,Math lyceum,школа,1,55
8,145,9,Math lyceum,школа,1,17
8,145,9,Math lyceum,школа,1,26
8,145,9,Math lyceum,школа,1,7
8,145,9,Math lyceum,школа,1,64
8,145,9,Math lyceum,школа,1,1
8,145,9,Math lyceum,школа,1,50
8,145,9,Math lyceum,школа,1,37
8,145,9,Math lyceum,школа,1,15
8,145,9,Math lyceum,школа,1,19
8,145,9,Math lyceum,школа,1,25
8,145,9,Math lyceum,школа,1,4
8,145,9,Math lyceum,школа,1,42
8,145,9,Math lyceum,школа,1,28
8,145,9,Math lyceum,школа,1,27
8,145,9,Math lyceum,школа,1,22
8,145,9,Math lyceum,школа,1,1
8,145,9,Math lyceum,школа,1,23
8,145,9,Math lyceum,школа,1,33
8,145,9,Math lyceum,школа,1,22
8,145,9,Math lyceum,школа,1,33
8,145,9,Math lyceum,школа,1,48
8,145,9,Math lyceum,школа,1,5
8,145,9,Math lyceum,школа,1,4
8,145,9,Math lyceum,школа,1,34
8,145,9,Math lyceum,школа,1,33
8,145,9,Math lyceum,школа,1,1
8,145,9,Math lyceum,школа,1,1
8,145,9,Math lyceum,школа,1,1
8,145,9,Math lyceum,школа,2,8
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,12
8,145,9,Math lyceum,школа,2,4
8,145,9,Math lyceum,школа,2,7
8,145,9,Math lyceum,школа,2,100
8,145,9,Math lyceum,школа,2,4
8,145,9,Math lyceum,школа,2,2
8,145,9,Math lyceum,школа,2,2
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,17
8,145,9,Math lyceum,школа,2,4
8,145,9,Math lyceum,школа,2,3
8,145,9,Math lyceum,школа,2,27
8,145,9,Math lyceum,школа,2,3
8,145,9,Math lyceum,школа,2,2
8,145,9,Math lyceum,школа,2,3
8,145,9,Math lyceum,школа,2,3
8,145,9,Math lyceum,школа,2,33
8,145,9,Math lyceum,школа,2,26
8,145,9,Math lyceum,школа,2,9
8,145,9,Math lyceum,школа,2,8
8,145,9,Math lyceum,школа,2,33
8,145,9,Math lyceum,школа,2,12
8,145,9,Math lyceum,школа,2,3
8,145,9,Math lyceum,школа,2,5
8,145,9,Math lyceum,школа,2,11
8,145,9,Math lyceum,школа,2,5
8,145,9,Math lyceum,школа,2,4
8,145,9,Math lyceum,школа,2,10
8,145,9,Math lyceum,школа,2,11
8,145,9,Math lyceum,школа,2,14
8,145,9,Math lyceum,школа,2,94
8,145,9,Math lyceum,школа,2,16
8,145,9,Math lyceum,школа,2,8
8,145,9,Math lyceum,школа,2,7
8,145,9,Math lyceum,школа,2,42
8,145,9,Math lyceum,школа,2,4
8,145,9,Math lyceum,школа,2,1
8,145,9,Math lyceum,школа,2,13
8,145,9,Math lyceum,школа,2,5
8,145,9,Math lyceum,школа,2,5
8,145,9,Math lyceum,школа,2,27
8,145,9,Math lyceum,школа,2,3
8,145,9,Math lyceum,школа,2,100
8,145,9,Math lyceum,школа,2,22
8,145,9,Math lyceum,школа,2,16
8,145,9,Math lyceum,школа,2,28
8,145,9,Math lyceum,школа,2,13
8,145,9,Math lyceum,школа,2,15
8,145,9,Math lyceum,школа,2,1
9,Русанівський,7-8,Math lyceum,школа,1,20
9,Русанівський,7-8,Math lyceum,школа,1,30
9,Русанівський,7-8,Math lyceum,школа,1,66
9,Русанівський,7-8,Math lyceum,школа,1,43
9,Русанівський,7-8,Math lyceum,школа,1,67
9,Русанівський,7-8,Math lyceum,школа,1,28
9,Русанівський,7-8,Math lyceum,школа,1,66
9,Русанівський,7-8,Math lyceum,школа,1,50
9,Русанівський,7-8,Math lyceum,школа,1,17
9,Русанівський,7-8,Math lyceum,школа,1,33
9,Русанівський,7-8,Math lyceum,школа,1,28
9,Русанівський,7-8,Math lyceum,школа,1,30
9,Русанівський,7-8,Math lyceum,школа,1,30
9,Русанівський,7-8,Math lyceum,школа,1,35
9,Русанівський,7-8,Math lyceum,школа,1,33
9,Русанівський,7-8,Math lyceum,школа,1,25
9,Русанівський,7-8,Math lyceum,школа,1,1
9,Русанівський,7-8,Math lyceum,школа,1,35
9,Русанівський,7-8,Math lyceum,школа,1,4
9,Русанівський,7-8,Math lyceum,школа,1,27
9,Русанівський,7-8,Math lyceum,школа,1,11
9,Русанівський,7-8,Math lyceum,школа,1,34
9,Русанівський,7-8,Math lyceum,школа,1,66
9,Русанівський,7-8,Math lyceum,школа,1,33
9,Русанівський,7-8,Math lyceum,школа,1,50
9,Русанівський,7-8,Math lyceum,школа,1,66
9,Русанівський,7-8,Math lyceum,школа,1,31
9,Русанівський,7-8,Math lyceum,школа,1,99
9,Русанівський,7-8,Math lyceum,школа,1,17
9,Русанівський,7-8,Math lyceum,школа,2,20
9,Русанівський,7-8,Math lyceum,школа,2,28
9,Русанівський,7-8,Math lyceum,школа,2,17
9,Русанівський,7-8,Math lyceum,школа,2,38
9,Русанівський,7-8,Math lyceum,школа,2,3
9,Русанівський,7-8,Math lyceum,школа,2,44
9,Русанівський,7-8,Math lyceum,школа,2,9
9,Русанівський,7-8,Math lyceum,школа,2,26
9,Русанівський,7-8,Math lyceum,школа,2,3
9,Русанівський,7-8,Math lyceum,школа,2,5
9,Русанівський,7-8,Math lyceum,школа,2,1
9,Русанівський,7-8,Math lyceum,школа,2,25
9,Русанівський,7-8,Math lyceum,школа,2,12
9,Русанівський,7-8,Math lyceum,школа,2,14
9,Русанівський,7-8,Math lyceum,школа,2,10
9,Русанівський,7-8,Math lyceum,школа,2,13
9,Русанівський,7-8,Math lyceum,школа,2,30
9,Русанівський,7-8,Math lyceum,школа,2,13
9,Русанівський,7-8,Math lyceum,школа,2,16
9,Русанівський,7-8,Math lyceum,школа,2,13
9,Русанівський,7-8,Math lyceum,школа,2,6
9,Русанівський,7-8,Math lyceum,школа,2,44
9,Русанівський,7-8,Math lyceum,школа,2,100
9,Русанівський,7-8,Math lyceum,школа,2,9
9,Русанівський,7-8,Math lyceum,школа,2,50
9,Русанівський,7-8,Math lyceum,школа,2,25
9,Русанівський,7-8,Math lyceum,школа,2,21
9,Русанівський,7-8,Math lyceum,школа,2,66
9,Русанівський,7-8,Math lyceum,школа,2,99
10,130,7-8,Math lyceum,школа,1,6
10,130,7-8,Math lyceum,школа,1,77
10,130,7-8,Math lyceum,школа,1,51
10,130,7-8,Math lyceum,школа,1,23
10,130,7-8,Math lyceum,школа,1,27
10,130,7-8,Math lyceum,школа,1,50
10,130,7-8,Math lyceum,школа,1,15
10,130,7-8,Math lyceum,школа,1,99
10,130,7-8,Math lyceum,школа,1,99
10,130,7-8,Math lyceum,школа,1,35
10,130,7-8,Math lyceum,школа,1,17
10,130,7-8,Math lyceum,школа,1,51
10,130,7-8,Math lyceum,школа,1,51
10,130,7-8,Math lyceum,школа,1,51
10,130,7-8,Math lyceum,школа,1,51
10,130,7-8,Math lyceum,школа,1,26
10,130,7-8,Math lyceum,школа,1,22
10,130,7-8,Math lyceum,школа,1,5
10,130,7-8,Math lyceum,школа,2,27
10,130,7-8,Math lyceum,школа,2,1
10,130,7-8,Math lyceum,школа,2,17
10,130,7-8,Math lyceum,школа,2,19
10,130,7-8,Math lyceum,школа,2,13
10,130,7-8,Math lyceum,школа,2,37
10,130,7-8,Math lyceum,школа,2,25
10,130,7-8,Math lyceum,школа,2,32
10,130,7-8,Math lyceum,школа,2,18
10,130,7-8,Math lyceum,школа,2,15
10,130,7-8,Math lyceum,школа,2,9
10,130,7-8,Math lyceum,школа,2,57
10,130,7-8,Math lyceum,школа,2,27
10,130,7-8,Math lyceum,школа,2,19
10,130,7-8,Math lyceum,школа,2,9
10,130,7-8,Math lyceum,школа,2,28
10,130,7-8,Math lyceum,школа,2,47
10,130,7-8,Math lyceum,школа,2,29
10,130,7-8,Math lyceum,школа,2,16
10,130,7-8,Math lyceum,школа,2,17
11,208,7-8,Ordinary school,школа,1,48
11,208,7-8,Ordinary school,школа,1,42
11,208,7-8,Ordinary school,школа,1,45
11,208,7-8,Ordinary school,школа,1,66
11,208,7-8,Ordinary school,школа,1,30
11,208,7-8,Ordinary school,школа,1,88
11,208,7-8,Ordinary school,школа,1,28
11,208,7-8,Ordinary school,школа,1,66
11,208,7-8,Ordinary school,школа,1,51
11,208,7-8,Ordinary school,школа,1,63
11,208,7-8,Ordinary school,школа,1,27
11,208,7-8,Ordinary school,школа,1,53
11,208,7-8,Ordinary school,школа,1,30
11,208,7-8,Ordinary school,школа,1,56
11,208,7-8,Ordinary school,школа,1,21
11,208,7-8,Ordinary school,школа,1,33
11,208,7-8,Ordinary school,школа,1,90
11,208,7-8,Ordinary school,школа,1,67
11,208,7-8,Ordinary school,школа,1,33
