id,name,age,type,profile,game,,choice
3,Русанівський,7-8,MathSchool,фіз-мат,1,,1
3,Русанівський,7-8,MathSchool,фіз-мат,1,,50
3,Русанівський,7-8,MathSchool,фіз-мат,1,,1
3,Русанівський,7-8,MathSchool,фіз-мат,1,,1
3,Русанівський,7-8,MathSchool,фіз-мат,1,,1
3,Русанівський,7-8,MathSchool,фіз-мат,1,,50
3,Русанівський,7-8,MathSchool,фіз-мат,1,,1
4,130,7-8,MathSchool,гуманітарні,1,,1
4,130,7-8,MathSchool,гуманітарні,1,,8
4,130,7-8,MathSchool,гуманітарні,1,,8
4,130,7-8,MathSchool,гуманітарні,1,,23
4,130,7-8,MathSchool,гуманітарні,1,,15
4,130,7-8,MathSchool,гуманітарні,1,,1
4,130,7-8,MathSchool,гуманітарні,1,,90
4,130,7-8,MathSchool,гуманітарні,1,,56
4,130,7-8,MathSchool,гуманітарні,1,,1
4,130,7-8,MathSchool,гуманітарні,1,,40
4,130,7-8,MathSchool,гуманітарні,1,,8
4,130,7-8,MathSchool,гуманітарні,1,,1
4,130,7-8,MathSchool,гуманітарні,1,,44
4,130,7-8,MathSchool,гуманітарні,1,,11
4,130,7-8,MathSchool,гуманітарні,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,50
5,208,7-8,ordinarySchool,фіз-мат,1,,100
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,22
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,100
5,208,7-8,ordinarySchool,фіз-мат,1,,50
5,208,7-8,ordinarySchool,фіз-мат,1,,1
5,208,7-8,ordinarySchool,фіз-мат,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,50
6,DSSchool,дорослі,adults,,1,,33
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,16
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,50
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,100
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,50
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,100
6,DSSchool,дорослі,adults,,1,,45
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,100
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,45
6,DSSchool,дорослі,adults,,1,,13
6,DSSchool,дорослі,adults,,1,,24
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,100
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,7
6,DSSchool,дорослі,adults,,1,,73
6,DSSchool,дорослі,adults,,1,,7
6,DSSchool,дорослі,adults,,1,,100
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,27
6,DSSchool,дорослі,adults,,1,,1
6,DSSchool,дорослі,adults,,1,,34
